,Row ID,Order Date,Contact Name,Country,City,Continent,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Sub_Discount,Profit,Outlier_Type,Ratio Profit
33,34,2021-09-17,Neil Gill,France,Paris,Europe,EU-WEST,Intel,1051,Tech,SMB,ChatBot Plugin,4YZZHFC212,15.76,2,20.0,Lower,3.546,No Outlier,22.499999999999996
34,35,2023-10-20,Amelia Campbell,Japan,Tokyo,Asian,JAPN,Glencore,1083,Misc,Enterprise,Support,77YXBOVGDH,29.472,3,20.0,Lower,9.9468,No Outlier,33.75
35,36,2022-12-09,Chloe Short,Japan,Aichi,Asian,JAPN,Procter & Gamble,1077,Consumer Products,Strategic,Site Analytics,GCT4GPUBVT,1097.544,7,20.0,Lower,123.4737,Positive Outlier,11.249999999999998
36,37,2022-12-09,Chloe Short,Japan,Aichi,Asian,JAPN,Procter & Gamble,1077,Consumer Products,Strategic,SaaS Connector Pack,TKN9K1JO1D,190.92,5,60.0,Higher,-147.963,Negative Outlier,-77.5
37,38,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,Asian,JAPN,Banco Santander,1101,Finance,Enterprise,SaaS Connector Pack - Gold,2F0NIUM5X9,113.328,9,20.0,Lower,35.415,No Outlier,31.25
38,39,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,Asian,JAPN,Banco Santander,1101,Finance,Enterprise,Marketing Suite,FBXEM82WEZ,532.3992,3,32.0,Middle,-46.9764,Negative Outlier,-8.823529411764707
39,40,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,Asian,JAPN,Banco Santander,1101,Finance,Enterprise,FinanceHub,TS9MS0FQVU,212.058,3,30.0,Middle,-15.147,No Outlier,-7.142857142857144
40,41,2021-12-27,Jasmine Metcalfe,Japan,Tokyo,Asian,JAPN,Banco Santander,1101,Finance,Enterprise,Site Analytics,HDJMRDRWK6,371.168,4,20.0,Lower,41.7564,No Outlier,11.25
41,42,2023-09-11,Karen Mathis,Australia,Wollongong,Asian,ANZ,Pemex,1058,Energy,Strategic,Site Analytics,QINRKET2EK,147.168,4,20.0,Lower,16.5564,No Outlier,11.249999999999998
42,43,2022-07-18,Dylan Dickens,United States,New York City,America,NAMER,Siemens,1043,Manufacturing,Strategic,Marketing Suite - Gold,DFHNNSTX0P,77.88,2,0.0,Normal Price,3.894,No Outlier,5.0
43,44,2023-09-20,Sophie Lewis,Germany,Hanover,Europe,EU-WEST,Samsung Electronics,1015,Tech,Strategic,Marketing Suite - Gold,616XTGD7Y3,95.616,2,20.0,Lower,9.5616,No Outlier,10.0
44,45,2022-03-12,Gavin Mitchell,Luxembourg,Luxembourg,Europe,EU-WEST,Sony,1028,Tech,Strategic,Data Smasher,F4GWWGL9KR,45.98,2,0.0,Normal Price,19.7714,No Outlier,43.00000000000001
45,46,2022-03-12,Gavin Mitchell,Luxembourg,Luxembourg,Europe,EU-WEST,Sony,1028,Tech,Strategic,ContactMatcher,JFCUNTQD5P,17.46,2,0.0,Normal Price,8.2062,No Outlier,47.0
46,47,2020-10-20,Katherine Dowd,Brazil,Salvador,America,LATAM,Morgan Stanley,1068,Finance,SMB,Marketing Suite - Gold,S2GUIRDRRI,211.96,4,0.0,Normal Price,8.4784,No Outlier,4.0
47,48,2022-06-21,Harry Brown,Philippines,Davao City,Asian,APAC,Bank of America Corp.,1011,Finance,SMB,Data Smasher,2L5WUVH1UW,45.0,3,0.0,Normal Price,4.95,No Outlier,11.0
48,49,2022-06-21,Harry Brown,Philippines,Davao City,Asian,APAC,Bank of America Corp.,1011,Finance,SMB,Site Analytics,O0QZ4DQ2DW,21.8,2,0.0,Normal Price,6.104,No Outlier,27.999999999999996
49,50,2021-04-18,Brian Dickens,India,Kolkata,Asian,IND,Siemens,1043,Manufacturing,SMB,ContactMatcher,4A8Q6U643K,38.22,6,0.0,Normal Price,17.9634,No Outlier,47.0
50,51,2021-04-18,Brian Dickens,India,Kolkata,Asian,IND,Siemens,1043,Manufacturing,SMB,FinanceHub,N3660I16OB,75.18,6,0.0,Normal Price,35.3346,No Outlier,47.0
51,52,2021-04-18,Brian Dickens,India,Kolkata,Asian,IND,Siemens,1043,Manufacturing,SMB,SaaS Connector Pack,DU3DC8HDNW,6.16,2,0.0,Normal Price,2.9568,No Outlier,48.0
52,53,2021-04-18,Brian Dickens,India,Kolkata,Asian,IND,Siemens,1043,Manufacturing,SMB,FinanceHub,SCMV1FUA1Z,89.99,1,0.0,Normal Price,17.0981,No Outlier,19.0
53,54,2022-12-12,Joseph Newman,United Kingdom,London,Europe,UKIR,Tesco,1059,Retail,Strategic,Storage,5JTHBK78DZ,15.26,7,0.0,Normal Price,6.2566,No Outlier,41.0
54,55,2022-12-12,Joseph Newman,United Kingdom,London,Europe,UKIR,Tesco,1059,Retail,Strategic,Site Analytics,JPNWB3X2PG,1029.95,5,0.0,Normal Price,298.6855,Positive Outlier,28.999999999999996
55,56,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,Marketing Suite - Gold,RI8MDZ0Y3A,208.56,6,0.0,Normal Price,52.14,No Outlier,25.0
56,57,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,Support,TA8D5XDFPN,32.4,5,0.0,Normal Price,15.552,No Outlier,48.0
57,58,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,FinanceHub,9QD1V31VWF,319.41,5,10.0,Lower,7.098,No Outlier,2.222222222222222
58,59,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,Support,NKEOT3DP5L,14.56,2,0.0,Normal Price,6.9888,No Outlier,48.0
59,60,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,Data Smasher,I8M069JA80,30.0,2,0.0,Normal Price,3.3,No Outlier,11.0
60,61,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,ContactMatcher,3N1DY2AIMD,48.48,4,20.0,Lower,16.362,No Outlier,33.75
61,62,2022-06-18,Nicola Howard,United Kingdom,Brighton,Europe,UKIR,Aviva,1006,Finance,SMB,ChatBot Plugin,MBZM7LCSK4,1.68,1,0.0,Normal Price,0.84,No Outlier,50.0
62,63,2021-11-24,Stewart Wilson,United States,New York City,America,NAMER,Mondelez International,1067,Consumer Products,SMB,Data Smasher,LMJYGCZAFV,13.98,2,0.0,Normal Price,6.1512,No Outlier,44.0
63,64,2021-11-24,Stewart Wilson,United States,New York City,America,NAMER,Mondelez International,1067,Consumer Products,SMB,ContactMatcher,MVEQDJNPR2,25.824,6,20.0,Lower,9.3612,No Outlier,36.25
64,65,2021-11-24,Stewart Wilson,United States,New York City,America,NAMER,Mondelez International,1067,Consumer Products,SMB,Support,OLS0NNZ15B,146.73,3,0.0,Normal Price,68.9631,No Outlier,47.0
65,66,2021-11-24,Stewart Wilson,United States,New York City,America,NAMER,Mondelez International,1067,Consumer Products,SMB,SaaS Connector Pack,84GUTTZTC0,79.76,4,0.0,Normal Price,22.3328,No Outlier,27.999999999999996
66,67,2021-04-30,Eric McLean,Australia,Sydney,Asian,ANZ,Abbott Laboratories,1001,Healthcare,Enterprise,FinanceHub,6QHQUNX985,213.115,5,30.0,Middle,-15.2225,No Outlier,-7.142857142857142
67,68,2020-12-05,Leah Clarkson,Chile,Puente Alto,America,LATAM,Morgan Stanley,1068,Finance,Strategic,ChatBot Plugin,91D0JN8T6U,1113.024,8,20.0,Lower,111.3024,Positive Outlier,10.000000000000002
68,69,2020-12-05,Leah Clarkson,Chile,Puente Alto,America,LATAM,Morgan Stanley,1068,Finance,Strategic,Site Analytics,6NQZXRTE33,167.968,4,20.0,Lower,62.988,No Outlier,37.5
69,70,2022-06-05,Alison Davidson,Spain,Madrid,Europe,EU-WEST,Fannie Mae,1035,Finance,SMB,Support,JH2K4261IC,75.88,2,0.0,Normal Price,35.6636,No Outlier,47.00000000000001
70,71,2022-09-19,Sophie Vance,United Kingdom,London,Europe,UKIR,Aetna,1002,Healthcare,SMB,ContactMatcher,5MAZAYKQ5U,4.616,1,20.0,Lower,1.731,No Outlier,37.50000000000001
71,72,2023-09-15,Neil Gill,Brazil,Rio de Janeiro,America,LATAM,Intel,1051,Tech,SMB,Support,K4O1D2NXHZ,19.05,3,0.0,Normal Price,8.763,No Outlier,46.0
72,73,2021-04-26,Anne Lee,South Africa,Cape Town,Europe,MEA,Oracle,1072,Tech,SMB,FinanceHub,NPQNQFYUUU,831.936,8,20.0,Lower,-114.3912,Negative Outlier,-13.749999999999998
73,74,2021-04-26,Anne Lee,South Africa,Cape Town,Europe,MEA,Oracle,1072,Tech,SMB,SaaS Connector Pack,D0Z9FZR0JL,97.04,2,20.0,Lower,1.213,No Outlier,1.25
74,75,2021-04-26,Anne Lee,South Africa,Cape Town,Europe,MEA,Oracle,1072,Tech,SMB,Marketing Suite - Gold,X15ND79M8Q,72.784,1,20.0,Lower,-18.196,No Outlier,-25.0
75,76,2023-12-10,Maria Dyer,Japan,Tokyo,Asian,JAPN,Nissan Motor,1098,Transportation,Strategic,ContactMatcher,A4VC3VGTLE,1.248,3,80.0,Higher,-1.9344,Positive Outlier,-154.99999999999997
76,77,2023-12-10,Maria Dyer,Japan,Tokyo,Asian,JAPN,Nissan Motor,1098,Transportation,Strategic,SaaS Connector Pack,IR30G9I4WJ,9.708,3,60.0,Higher,-5.8248,Positive Outlier,-60.0
77,78,2023-12-10,Maria Dyer,Japan,Tokyo,Asian,JAPN,Nissan Motor,1098,Transportation,Strategic,Marketing Suite - Gold,PGTVTGM7XI,27.24,3,20.0,Lower,2.724,No Outlier,10.000000000000002
78,79,2020-11-26,Anne Lee,Japan,Tokyo,Asian,JAPN,Oracle,1072,Tech,SMB,SaaS Connector Pack,JQHP8C8VXP,19.3,5,60.0,Higher,-14.475,Positive Outlier,-75.0
79,80,2022-06-13,Julia Ellison,Portugal,Lisboa,Europe,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,OneView,1I3JIURUQR,208.16,1,0.0,Normal Price,56.2032,No Outlier,27.0
80,81,2022-06-13,Julia Ellison,Portugal,Lisboa,Europe,EU-WEST,Tyson Foods,1088,Consumer Products,Strategic,ContactMatcher,0UHOHNAAAD,16.74,3,0.0,Normal Price,8.0352,No Outlier,48.00000000000001
81,82,2020-10-12,Gordon McLean,United States,Los Angeles,America,NAMER,Verizon Communications,1094,Communications,SMB,ChatBot Plugin,920M0N09EE,14.9,5,0.0,Normal Price,4.172,No Outlier,27.999999999999996
82,83,2020-10-12,Gordon McLean,United States,Los Angeles,America,NAMER,Verizon Communications,1094,Communications,SMB,Marketing Suite - Gold,9SVF10L0F3,21.39,1,0.0,Normal Price,6.2031,No Outlier,28.999999999999996
83,84,2021-09-03,Jessica Buckland,Sweden,Uppsala,Europe,NOR,Itochu,1032,Finance,Strategic,SaaS Connector Pack - Gold,CFUHIDO1WY,200.984,7,20.0,Lower,62.8075,No Outlier,31.25
84,85,2023-11-14,Bernadette Nolan,Australia,Sydney,Asian,ANZ,Royal Dutch Shell,1031,Energy,Enterprise,Marketing Suite - Gold,CUL2MB77E0,230.376,3,20.0,Lower,-48.9549,Negative Outlier,-21.25
85,86,2023-05-29,Katherine Dowd,Colombia,Bogotá,America,LATAM,Morgan Stanley,1068,Finance,SMB,FinanceHub,RBNGNEEYS9,301.96,2,0.0,Normal Price,33.2156,No Outlier,11.000000000000002
86,87,2023-10-27,Sonia Ince,Luxembourg,Luxembourg,Europe,EU-WEST,Daimler,1052,Transportation,SMB,Data Smasher,W731G6G61K,19.99,1,0.0,Normal Price,6.7966,No Outlier,34.0
87,88,2023-10-27,Sonia Ince,Luxembourg,Luxembourg,Europe,EU-WEST,Daimler,1052,Transportation,SMB,FinanceHub,A3HQUY156G,6.16,2,0.0,Normal Price,2.9568,No Outlier,48.0
88,89,2022-04-06,William Lewis,Japan,Tokyo,Asian,JAPN,Fannie Mae,1035,Finance,Enterprise,Marketing Suite - Gold,45JXXNYX5W,158.368,7,20.0,Lower,13.8572,No Outlier,8.75
89,90,2022-09-18,Melanie Young,United States,New York City,America,NAMER,Daimler,1052,Transportation,Strategic,ChatBot Plugin,AX50KL6AG9,20.1,3,0.0,Normal Price,6.633,No Outlier,32.99999999999999
90,91,2022-09-18,Melanie Young,United States,New York City,America,NAMER,Daimler,1052,Transportation,Strategic,Site Analytics,S4CEY2GSVW,73.584,2,20.0,Lower,8.2782,No Outlier,11.249999999999998
91,92,2022-09-18,Melanie Young,United States,New York City,America,NAMER,Daimler,1052,Transportation,Strategic,Support,V86OBN8J1U,6.48,1,0.0,Normal Price,3.1104,No Outlier,47.99999999999999
92,93,2021-01-31,Edward Oliver,Luxembourg,Luxembourg,Europe,EU-WEST,Morgan Stanley,1068,Finance,SMB,Support,XJEFE2O3YF,12.96,2,0.0,Normal Price,6.2208,No Outlier,47.99999999999999
93,94,2021-01-31,Edward Oliver,Luxembourg,Luxembourg,Europe,EU-WEST,Morgan Stanley,1068,Finance,SMB,SaaS Connector Pack,5XEHT10HDW,53.34,3,0.0,Normal Price,16.5354,No Outlier,30.999999999999993
94,95,2021-01-31,Edward Oliver,Luxembourg,Luxembourg,Europe,EU-WEST,Morgan Stanley,1068,Finance,SMB,ContactMatcher,U40N63E6AK,32.96,2,0.0,Normal Price,16.1504,No Outlier,49.00000000000001
95,96,2023-11-07,Peter Quinn,Belgium,Brussels,Europe,EU-WEST,Walgreens,1095,Retail,Enterprise,ContactMatcher,VK1TWXDWUR,5.682,1,70.0,Higher,-3.788,Positive Outlier,-66.66666666666666
96,97,2023-11-10,Max Marshall,United Kingdom,London,Europe,UKIR,Boeing,1014,Manufacturing,Enterprise,SaaS Connector Pack,UFEXZDF5TK,96.53,7,0.0,Normal Price,40.5426,No Outlier,42.0
97,98,2023-06-18,Jan Watson,United States,Los Angeles,America,NAMER,Valero Energy,1093,Energy,SMB,ContactMatcher,GJFN2RJA9U,51.312,3,20.0,Lower,17.9592,No Outlier,35.0
98,99,2022-09-07,Carol Ball,Luxembourg,Luxembourg,Europe,EU-WEST,Nestle,1089,Consumer Products,Strategic,OneView,PFLFDN3SOU,77.88,6,0.0,Normal Price,22.5852,No Outlier,29.000000000000004
99,100,2022-08-30,Gavin Walsh,Australia,Sydney,Asian,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Support,2CWM52X1X9,64.624,7,20.0,Lower,22.6184,No Outlier,35.0
100,101,2022-08-30,Gavin Walsh,Australia,Sydney,Asian,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,Data Smasher,LW1M6UDC4B,95.976,3,20.0,Lower,-10.7973,No Outlier,-11.25
101,102,2022-08-30,Gavin Walsh,Australia,Sydney,Asian,ANZ,Philip Morris International,1075,Consumer Products,Enterprise,ContactMatcher,WCITXGLF0J,1.788,3,80.0,Higher,-3.0396,Positive Outlier,-170.0
102,103,2022-12-02,Penelope Peake,Luxembourg,Luxembourg,Europe,EU-WEST,Trafigura Group,1100,Finance,SMB,Support,45EAEXTILE,23.92,4,0.0,Normal Price,11.7208,No Outlier,49.0
103,104,2021-11-13,Amy Scott,Russia,Moscow,Europe,EU-EAST,Walmart,1096,Retail,SMB,Data Smasher,EV59Z98WXW,238.896,6,20.0,Lower,-26.8758,No Outlier,-11.250000000000002
104,105,2021-11-13,Amy Scott,Russia,Moscow,Europe,EU-EAST,Walmart,1096,Retail,SMB,SaaS Connector Pack,YR7I08I1K4,102.36,3,20.0,Lower,-3.8385,No Outlier,-3.75
105,106,2021-11-13,Amy Scott,Russia,Moscow,Europe,EU-EAST,Walmart,1096,Retail,SMB,ContactMatcher,W01T1PXXK7,36.882,3,70.0,Higher,-25.8174,Positive Outlier,-70.0
106,107,2023-11-24,Carl Jackson,Sweden,Stockholm,Europe,NOR,Cisco Systems,1019,Tech,SMB,Data Smasher,6D89G3BGGH,74.112,8,20.0,Lower,17.6016,No Outlier,23.750000000000004
107,108,2023-11-24,Carl Jackson,Sweden,Stockholm,Europe,NOR,Cisco Systems,1019,Tech,SMB,Site Analytics,ECNQ9AS54S,27.992,1,20.0,Lower,2.0994,No Outlier,7.5
108,109,2023-11-24,Carl Jackson,Sweden,Stockholm,Europe,NOR,Cisco Systems,1019,Tech,SMB,ChatBot Plugin,D0H5JTRD3R,3.304,1,20.0,Lower,1.0738,No Outlier,32.50000000000001
109,110,2021-10-15,Joe Wallace,Australia,Canberra,Asian,ANZ,Nissan Motor,1098,Transportation,Enterprise,Data Smasher,OG63K8FFP9,339.96,5,20.0,Lower,67.992,No Outlier,20.000000000000004
110,111,2023-12-26,Luke Mills,United Kingdom,London,Europe,UKIR,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack,E5KT4VQ59T,41.96,2,0.0,Normal Price,10.9096,No Outlier,25.999999999999996
111,112,2022-11-04,Alexandra Dyer,Netherlands,The Hague,Europe,EU-WEST,Walmart,1096,Retail,SMB,ChatBot Plugin,FDKOX22CWX,75.96,2,0.0,Normal Price,22.788,No Outlier,30.000000000000004
112,113,2022-11-04,Alexandra Dyer,Netherlands,The Hague,Europe,EU-WEST,Walmart,1096,Retail,SMB,ContactMatcher,OAF6MA4XZ7,27.24,6,0.0,Normal Price,13.3476,No Outlier,49.00000000000001
113,114,2020-08-25,Rebecca Dickens,Mexico,Mexico City,America,LATAM,Amazon,1004,Tech,SMB,Storage,1DRXSUGWY6,40.096,14,20.0,Lower,14.5348,Positive Outlier,36.25000000000001
114,115,2020-08-25,Rebecca Dickens,Mexico,Mexico City,America,LATAM,Amazon,1004,Tech,SMB,SaaS Connector Pack - Gold,U9IXLQYDG8,4.72,2,20.0,Lower,1.652,No Outlier,35.0
115,116,2020-08-25,Rebecca Dickens,Mexico,Mexico City,America,LATAM,Amazon,1004,Tech,SMB,Support,NGH6JD32CX,23.976,3,20.0,Lower,7.4925,No Outlier,31.25
116,117,2020-08-25,Rebecca Dickens,Mexico,Mexico City,America,LATAM,Amazon,1004,Tech,SMB,SaaS Connector Pack - Gold,QHG92H9NGL,130.464,6,20.0,Lower,44.0316,No Outlier,33.75
117,118,2021-03-02,Audrey Hardacre,Canada,Toronto,America,NAMER,Trafigura Group,1100,Finance,SMB,ContactMatcher,EHVU0FM6IP,787.53,3,0.0,Normal Price,165.3813,Positive Outlier,21.000000000000004
118,119,2021-04-05,Jennifer Dowd,South Africa,Cape Town,Europe,MEA,Gazprom,1027,Energy,Strategic,ContactMatcher,VKTELEXOAJ,157.794,1,70.0,Higher,-115.7156,Negative Outlier,-73.33333333333333
119,120,2022-06-13,Natalie Sanderson,Philippines,Manila,Asian,APAC,Aetna,1002,Healthcare,SMB,SaaS Connector Pack,YWZAV09L95,47.04,3,0.0,Normal Price,18.3456,No Outlier,39.0
120,121,2022-06-13,Natalie Sanderson,Philippines,Manila,Asian,APAC,Aetna,1002,Healthcare,SMB,ContactMatcher,6HDH2X5C4Q,30.84,4,0.0,Normal Price,13.878,No Outlier,45.0
121,122,2022-06-13,Natalie Sanderson,Philippines,Manila,Asian,APAC,Aetna,1002,Healthcare,SMB,Marketing Suite - Gold,UFK94J59ZU,226.56,6,0.0,Normal Price,63.4368,No Outlier,27.999999999999996
122,123,2022-06-13,Natalie Sanderson,Philippines,Manila,Asian,APAC,Aetna,1002,Healthcare,SMB,SaaS Connector Pack - Gold,ESTJDHFQQJ,115.02,9,0.0,Normal Price,51.759,No Outlier,45.0
123,124,2022-06-13,Natalie Sanderson,Philippines,Manila,Asian,APAC,Aetna,1002,Healthcare,SMB,Site Analytics,10H4K5XYCK,68.04,7,0.0,Normal Price,19.7316,No Outlier,28.999999999999996
124,125,2020-12-26,Samantha Rampling,Japan,Tokyo,Asian,JAPN,FedEx,1036,Transportation,Enterprise,FinanceHub,CL5Z5BO4AX,600.558,3,30.0,Middle,-8.5794,Positive Outlier,-1.4285714285714286
125,126,2020-09-20,Sally Berry,Australia,Geelong,Asian,ANZ,Tesco,1059,Retail,SMB,ContactMatcher,NR9RLNIDDN,617.7,6,50.0,Middle,-407.682,Negative Outlier,-66.0
126,127,2023-11-06,Anthony Clark,Chile,Santiago,America,LATAM,Honda Motor,1045,Manufacturing,SMB,ContactMatcher,VQ46SD57ZS,2.388,2,70.0,Higher,-1.8308,Positive Outlier,-76.66666666666667
127,128,2023-11-06,Anthony Clark,Chile,Santiago,America,LATAM,Honda Motor,1045,Manufacturing,SMB,Marketing Suite - Gold,D0E36MWJEW,243.992,7,20.0,Lower,30.499,No Outlier,12.5
